cle,nom,departement,latitude,longitude
reignier esery,Reignier-Ésery,74,46.13535,6.26126
reigny,Reigny,18,46.59004,2.34227
reilhac,Reilhac,15,44.97007,2.42282
reilhac,Reilhac,46,44.70178,1.72573
reilhaguet,Reilhaguet,46,44.77902,1.50802
reilhanette,Reilhanette,26,44.17122,5.40494
reillanne,Reillanne,4,43.88614,5.65935
reillon,Reillon,54,48.59887,6.74315
reilly,Reilly,60,49.24075,1.85702
reims,Reims,51,49.25149,4.04023
reims la brulee,Reims-la-Brûlée,51,48.72161,4.66794
reinhardsmunster,Reinhardsmunster,67,48.68249,7.29961
reiningue,Reiningue,68,47.75547,7.22033
reipertswiller,Reipertswiller,67,48.94758,7.44745
reithouse,Reithouse,39,46.56028,5.55586
rejaumont,Réjaumont,32,43.81382,0.5504
rejaumont,Réjaumont,65,43.16491,0.45269
rejet de beaulieu,Rejet-de-Beaulieu,59,50.0453,3.63509
relanges,Relanges,88,48.11171,6.01629
relans,Relans,39,46.76631,5.43805
relevant,Relevant,1,46.08437,4.94177
rely,Rely,62,50.57589,2.36151
remaisnil,Remaisnil,80,50.20571,2.24244
remalard en perche,Rémalard en Perche,61,48.4498,0.77913
remaucourt,Remaucourt,2,49.89544,3.34948
remaucourt,Remaucourt,8,49.60121,4.23209
remaugies,Remaugies,80,49.62706,2.67049
remauville,Remauville,77,48.2206,2.82537
rembercourt sommaisne,Rembercourt-Sommaisne,55,48.92009,5.17855
rembercourt sur mad,Rembercourt-sur-Mad,54,48.98512,5.90362
remecourt,Rémécourt,60,49.43006,2.49242
remelfang,Rémelfang,57,49.26823,6.51276
remelfing,Rémelfing,57,49.08931,7.08572
remeling,Rémeling,57,49.41306,6.48145
remennecourt,Remennecourt,55,48.79945,4.91706
remenoville,Remenoville,54,48.46391,6.47481
remerangles,Rémérangles,60,49.4482,2.29024
remereville,Réméréville,54,48.70831,6.38026
remering,Rémering,57,49.25949,6.62884
remering les puttelange,Rémering-lès-Puttelange,57,49.03269,6.93172
remicourt,Remicourt,51,48.94798,4.85389
remicourt,Remicourt,88,48.28377,6.06334
remiencourt,Remiencourt,80,49.77848,2.38496
remies,Remies,2,49.67937,3.52478
remigny,Remigny,2,49.71416,3.29519
remigny,Remigny,71,46.90967,4.72421
remilly,Rémilly,57,49.00672,6.38923
remilly,Rémilly,58,46.82827,3.79338
remilly aillicourt,Remilly-Aillicourt,8,49.64859,4.99371
remilly en montagne,Remilly-en-Montagne,21,47.2901,4.72933
remilly les marais,Remilly Les Marais,50,49.17971,-1.26086
remilly les pothees,Remilly-les-Pothées,8,49.78394,4.54736
remilly sur tille,Remilly-sur-Tille,21,47.30738,5.23141
remilly wirquin,Remilly-Wirquin,62,50.66999,2.17457
reminiac,Réminiac,56,47.86383,-2.25279
remire montjoly,Remire-Montjoly,973,4.88437,-52.27884
remiremont,Remiremont,88,48.00131,6.58129
remoiville,Remoiville,55,49.43748,5.3761
remollon,Remollon,5,44.47162,6.15978
remomeix,Remomeix,88,48.26365,7.00959
remoncourt,Remoncourt,54,48.65608,6.74132
remoncourt,Remoncourt,88,48.22389,6.05371
remondans vaivre,Rémondans-Vaivre,25,47.3797,6.70947
remoray boujeons,Remoray-Boujeons,25,46.75901,6.21661
remouille,Remouillé,44,47.03855,-1.38749
remoulins,Remoulins,30,43.94057,4.56489
removille,Removille,88,48.36679,5.84601
rempnat,Rempnat,87,45.68495,1.86463
remuzat,Rémuzat,26,44.40381,5.35604
remy,Remy,60,49.43469,2.70313
remy,Rémy,62,50.25709,2.95882
renac,Renac,35,47.72762,-1.96611
renage,Renage,38,45.33157,5.49397
renaison,Renaison,42,46.04766,3.90858
renansart,Renansart,2,49.73409,3.45339
renaucourt,Renaucourt,70,47.64138,5.76341
renauvoid,Renauvoid,88,48.14276,6.38176
renay,Renay,41,47.83921,1.17286
renaze,Renazé,53,47.78431,-1.04022
rencurel,Rencurel,38,45.11834,5.47288
rene,René,72,48.27665,0.2172
renedale,Renédale,25,47.01515,6.27602
renescure,Renescure,59,50.73574,2.37835
reneve,Renève,21,47.41091,5.40765
rening,Réning,57,48.94965,6.84304
rennemoulin,Rennemoulin,78,48.83325,2.04229
rennepont,Rennepont,52,48.16417,4.85864
rennes,Rennes,35,48.11198,-1.68186
rennes en grenouilles,Rennes-en-Grenouilles,53,48.49095,-0.507
rennes le chateau,Rennes-le-Château,11,42.91391,2.27362
rennes les bains,Rennes-les-Bains,11,42.92439,2.34144
rennes sur loue,Rennes-sur-Loue,25,47.01541,5.85843
renneval,Renneval,2,49.73917,4.03674
renneville,Renneville,27,49.39608,1.32607
renneville,Renneville,31,43.37904,1.72132
renneville,Renneville,8,49.65081,4.13569
renno,Renno,2A,42.20675,8.81978
rentieres,Rentières,63,45.42512,3.11963
renty,Renty,62,50.57958,2.06891
renung,Renung,40,43.74678,-0.36888
renwez,Renwez,8,49.84913,4.60517
reotier,Réotier,5,44.68136,6.56458
repaix,Repaix,54,48.61286,6.83
reparsac,Réparsac,16,45.73675,-0.24944
repel,Repel,88,48.34458,5.98023
repentigny,Repentigny,14,49.19901,0.04269
replonges,Replonges,1,46.30774,4.87469
reppe,Reppe,90,47.66297,7.02938
requeil,Requeil,72,47.78668,0.15768
requista,Réquista,12,44.03196,2.54899
resenlieu,Résenlieu,61,48.79009,0.27693
resigny,Résigny,2,49.74139,4.21
resson,Resson,55,48.77107,5.23104
ressons l abbaye,Ressons-l'Abbaye,60,49.29559,2.08632
ressons le long,Ressons-le-Long,2,49.38818,3.14118
ressons sur matz,Ressons-sur-Matz,60,49.53373,2.73255
restigne,Restigné,37,47.2868,0.23554
restinclieres,Restinclières,34,43.72411,4.04114
retaud,Rétaud,17,45.67298,-0.72951
reterre,Reterre,23,46.10656,2.46759
rethel,Rethel,8,49.51318,4.38352
retheuil,Retheuil,2,49.31891,3.00378
rethondes,Rethondes,60,49.429,2.9446
rethonvillers,Rethonvillers,80,49.7363,2.85529
retiers,Retiers,35,47.90603,-1.34374
retjons,Retjons,40,44.13586,-0.3022
retonfey,Retonfey,57,49.13323,6.3163
retonval,Rétonval,76,49.81237,1.59427
retournac,Retournac,43,45.21908,4.02819
retschwiller,Retschwiller,67,48.95094,7.88597
rettel,Rettel,57,49.43417,6.33743
rety,Rety,62,50.79335,1.78478
retzwiller,Retzwiller,68,47.62927,7.08761
reugney,Reugney,25,47.01035,6.15267
reugny,Reugny,3,46.4584,2.61329
reugny,Reugny,37,47.48595,0.87212
reuil,Reuil,51,49.08517,3.81306
reuil en brie,Reuil-en-Brie,77,48.95657,3.16344
reuil sur breche,Reuil-sur-Brêche,60,49.52186,2.22603
reuilly,Reuilly,27,49.07284,1.22648
reuilly,Reuilly,36,47.08006,2.0108
reuilly sauvigny,Reuilly-Sauvigny,2,49.0506,3.56449
reulle vergy,Reulle-Vergy,21,47.18837,4.8968
reumont,Reumont,59,50.0852,3.47838
reutenbourg,Reutenbourg,67,48.68219,7.40817
reuves,Reuves,51,48.7983,3.80208
reuville,Reuville,76,49.74718,0.86271
reux,Reux,14,49.27649,0.15346
reveillon,Réveillon,51,48.74941,3.45568
reveillon,Réveillon,61,48.48067,0.56262
revel,Revel,31,43.4656,1.99689
revel,Revel,38,45.16812,5.90991
revel tourdan,Revel-Tourdan,38,45.37061,5.03129
revelles,Revelles,80,49.84003,2.11437
revens,Revens,30,44.09124,3.30243
reventin vaugris,Reventin-Vaugris,38,45.47967,4.84348
revercourt,Revercourt,28,48.72236,1.07729
revest des brousses,Revest-des-Brousses,4,43.97549,5.67501
revest du bion,Revest-du-Bion,4,44.09409,5.54051
revest les roches,Revest-les-Roches,6,43.88313,7.16778
revest saint martin,Revest-Saint-Martin,4,44.01985,5.82299
reviers,Reviers,14,49.29846,-0.46569
revigny,Revigny,39,46.62789,5.60894
revigny sur ornain,Revigny-sur-Ornain,55,48.82682,4.97675
reville,Réville,50,49.62614,-1.25142
reville aux bois,Réville-aux-Bois,55,49.34105,5.34125
revin,Revin,8,49.93436,4.69219
revonnas,Revonnas,1,46.16154,5.33544
rexingen,Rexingen,67,48.90557,7.17767
rexpoede,Rexpoëde,59,50.93531,2.54497
reyersviller,Reyersviller,57,49.03894,7.39557
reygade,Reygade,19,45.02,1.90383
reynel,Reynel,52,48.30054,5.33941
reynes,Reynès,66,42.47555,2.70559
reynies,Reyniès,82,43.92618,1.41453
reyrevignes,Reyrevignes,46,44.64544,1.91172
reyrieux,Reyrieux,1,45.93677,4.8284
reyssouze,Reyssouze,1,46.42856,4.91285
reyvroz,Reyvroz,74,46.32454,6.56225
rezay,Rezay,18,46.67252,2.17463
reze,Rezé,44,47.17623,-1.54966
rezentieres,Rézentières,15,45.1342,3.10566
rezonville,Rezonville,57,49.08999,5.98386
rezza,Rezza,2A,42.12407,8.95203
rheges,Rhèges,10,48.53201,3.99461
rhinau,Rhinau,67,48.31222,7.70444
rhodes,Rhodes,57,48.75582,6.90704
rhodon,Rhodon,41,47.75443,1.26712
rhuis,Rhuis,60,49.30447,2.69787
ri,Ri,61,48.78821,-0.13879
ria sirach,Ria-Sirach,66,42.61288,2.38921
riaille,Riaillé,44,47.52097,-1.31206
rians,Rians,18,47.18484,2.61971
rians,Rians,83,43.6055,5.74133
riantec,Riantec,56,47.71844,-3.30221
riaucourt,Riaucourt,52,48.17337,5.16934
riaville,Riaville,55,49.09741,5.66574
ribagnac,Ribagnac,24,44.75745,0.48559
ribarrouy,Ribarrouy,64,43.52177,-0.27617
ribaute,Ribaute,11,43.1073,2.64059
ribaute les tavernes,Ribaute-les-Tavernes,30,44.04189,4.08502
ribeaucourt,Ribeaucourt,55,48.54418,5.35669
ribeaucourt,Ribeaucourt,80,50.11928,2.11909
ribeauville,Ribeauville,2,50.0367,3.58754
ribeauville,Ribeauvillé,68,48.20651,7.28672
ribecourt dreslincourt,Ribécourt-Dreslincourt,60,49.52243,2.91876
ribecourt la tour,Ribécourt-la-Tour,59,50.10392,3.1317
ribemont,Ribemont,2,49.78854,3.47019
ribemont sur ancre,Ribemont-sur-Ancre,80,49.97165,2.55902
ribennes,Ribennes,48,44.6499,3.386
riberac,Ribérac,24,45.24579,0.33478
ribes,Ribes,7,44.50364,4.19775
ribeyret,Ribeyret,5,44.41073,5.55803
ribouisse,Ribouisse,11,43.17123,1.90431
riboux,Riboux,83,43.30819,5.75722
ricarville,Ricarville,76,49.64199,0.60725
ricarville du val,Ricarville-du-Val,76,49.79789,1.2688
ricaud,Ricaud,11,43.34686,1.89555
ricaud,Ricaud,65,43.14717,0.27318
richardmenil,Richardménil,54,48.59586,6.17615
richarville,Richarville,91,48.46855,1.99843
riche,Riche,57,48.8895,6.63247
richebourg,Richebourg,52,48.00956,5.06048
richebourg,Richebourg,62,50.57901,2.74727
richebourg,Richebourg,78,48.8248,1.6346
richecourt,Richecourt,55,48.89207,5.75183
richelieu,Richelieu,37,47.01439,0.31563
richeling,Richeling,57,49.03328,6.97379
richemont,Richemont,57,49.28444,6.16265
richemont,Richemont,76,49.81028,1.64419
richerenches,Richerenches,84,44.35581,4.90386
richeval,Richeval,57,48.63367,6.91235
richeville,Richeville,27,49.25797,1.53785
richtolsheim,Richtolsheim,67,48.22387,7.60386
richwiller,Richwiller,68,47.78459,7.28219
ricourt,Ricourt,32,43.48861,0.17811
ricquebourg,Ricquebourg,60,49.56068,2.75829
riec sur belon,Riec-sur-Bélon,29,47.84922,-3.69069
riedisheim,Riedisheim,68,47.73969,7.36582
riedseltz,Riedseltz,67,48.98915,7.94873
riel les eaux,Riel-les-Eaux,21,47.98836,4.68106
riencourt,Riencourt,80,49.92048,2.02958
riencourt les bapaume,Riencourt-lès-Bapaume,62,50.08853,2.88044
riencourt les cagnicourt,Riencourt-lès-Cagnicourt,62,50.1943,2.9614
riervescemont,Riervescemont,90,47.76862,6.87873
riespach,Riespach,68,47.53645,7.2885
rieucaze,Rieucazé,31,43.07581,0.7523
rieucros,Rieucros,9,43.07604,1.76327
rieulay,Rieulay,59,50.38715,3.26545
rieumajou,Rieumajou,31,43.41203,1.80279
rieumes,Rieumes,31,43.41217,1.11454
rieupeyroux,Rieupeyroux,12,44.30858,2.22949
rieussec,Rieussec,34,43.42212,2.73234
rieutort de randon,Rieutort-de-Randon,48,44.62384,3.48865
rieux,Rieux,51,48.83667,3.50581
rieux,Rieux,56,47.60548,-2.12585
rieux,Rieux,60,49.30001,2.51253
rieux,Rieux,76,49.92388,1.58206
rieux de pelleport,Rieux-de-Pelleport,9,43.058,1.59934
rieux en cambresis,Rieux-en-Cambrésis,59,50.20434,3.35239
rieux en val,Rieux-en-Val,11,43.0785,2.54069
rieux minervois,Rieux-Minervois,11,43.26838,2.59121
rieux volvestre,Rieux-Volvestre,31,43.25557,1.20638
riez,Riez,4,43.82846,6.08238
rigarda,Rigarda,66,42.62792,2.53786
rigaud,Rigaud,6,43.99293,6.97505
rignac,Rignac,12,44.40383,2.29229
rignac,Rignac,46,44.80653,1.70451
rigney,Rigney,25,47.38855,6.18175
rignieux le franc,Rignieux-le-Franc,1,45.95188,5.16937
rignosot,Rignosot,25,47.38353,6.19963
rignovelle,Rignovelle,70,47.76525,6.47534
rigny,Rigny,70,47.47779,5.63331
rigny la nonneuse,Rigny-la-Nonneuse,10,48.414,3.64891
rigny la salle,Rigny-la-Salle,55,48.62749,5.72063
rigny le ferron,Rigny-le-Ferron,10,48.20239,3.62729
rigny saint martin,Rigny-Saint-Martin,55,48.6115,5.74768
rigny sur arroux,Rigny-sur-Arroux,71,46.54216,4.01817
rigny usse,Rigny-Ussé,37,47.25108,0.30513
riguepeu,Riguepeu,32,43.65353,0.33797
rilhac lastours,Rilhac-Lastours,87,45.65894,1.1138
rilhac rancon,Rilhac-Rancon,87,45.90779,1.33258
rilhac treignac,Rilhac-Treignac,19,45.52729,1.69112
rilhac xaintrie,Rilhac-Xaintrie,19,45.17271,2.18984
rillans,Rillans,25,47.41348,6.36658
rille,Rillé,37,47.44623,0.21892
rillieux la pape,Rillieux-la-Pape,69,45.8206,4.89823
rilly la montagne,Rilly-la-Montagne,51,49.16343,4.04581
rilly sainte syre,Rilly-Sainte-Syre,10,48.45025,3.96773
rilly sur aisne,Rilly-sur-Aisne,8,49.48453,4.63687
rilly sur loire,Rilly-sur-Loire,41,47.45875,1.14496
rilly sur vienne,Rilly-sur-Vienne,37,47.05583,0.49924
rimatara,Rimatara,98,,
rimaucourt,Rimaucourt,52,48.24801,5.34969
rimbach pres guebwiller,Rimbach-près-Guebwiller,68,47.90441,7.15328
rimbach pres masevaux,Rimbach-près-Masevaux,68,47.83453,6.94187
rimbachzell,Rimbachzell,68,47.89795,7.17357
rimbez et baudiets,Rimbez-et-Baudiets,40,44.05645,0.04907
rimboval,Rimboval,62,50.51515,1.98923
rimeize,Rimeize,48,44.76465,3.31719
rimling,Rimling,57,49.09315,7.25838
rimogne,Rimogne,8,49.83874,4.53539
rimon et savel,Rimon-et-Savel,26,44.6628,5.31269
rimons,Rimons,33,44.67441,0.01446
rimont,Rimont,9,42.98784,1.2838
rimou,Rimou,35,48.38798,-1.52823
rimplas,Rimplas,6,44.10276,7.14505
rimsdorf,Rimsdorf,67,48.92884,7.11725
ringeldorf,Ringeldorf,67,48.82918,7.60615
ringendorf,Ringendorf,67,48.81011,7.55595
rinxent,Rinxent,62,50.80717,1.74102
riocaud,Riocaud,33,44.75071,0.2032
riolas,Riolas,31,43.35083,0.91927
riols,Riols,34,43.50201,2.79788
riom,Riom,63,45.89427,3.13246
riom es montagnes,Riom-ès-Montagnes,15,45.28972,2.65678
rioms,Rioms,26,44.26991,5.46075
rion des landes,Rion-des-Landes,40,43.93482,-0.93395
rions,Rions,33,44.66843,-0.33647
riorges,Riorges,42,46.04291,4.03376
riotord,Riotord,43,45.23493,4.4224
rioux,Rioux,17,45.63879,-0.70872
rioux martin,Rioux-Martin,16,45.24317,-0.00418
rioz,Rioz,70,47.43732,6.07569
riquewihr,Riquewihr,68,48.17878,7.27259
ris,Ris,63,46.00387,3.5127
ris,Ris,65,42.88557,0.40276
ris orangis,Ris-Orangis,91,48.64519,2.40794
riscle,Riscle,32,43.6454,-0.07854
risoul,Risoul,5,44.62404,6.62317
ristolas,Ristolas,5,44.73585,6.99202
rittershoffen,Rittershoffen,67,48.89217,7.97015
ritzing,Ritzing,57,49.43701,6.4636
riupeyrous,Riupeyrous,64,43.40077,-0.2316
rivarennes,Rivarennes,36,46.61366,1.37923
rivarennes,Rivarennes,37,47.25126,0.36237
rivas,Rivas,42,45.58855,4.2505
rive de gier,Rive-de-Gier,42,45.52324,4.61001
rivecourt,Rivecourt,60,49.34628,2.73843
rivedoux plage,Rivedoux-Plage,17,46.15906,-1.28302
rivehaute,Rivehaute,64,43.34323,-0.85985
rivel,Rivel,11,42.92096,2.00317
riventosa,Riventosa,2B,42.24782,9.20244
riverenert,Rivèrenert,9,42.95136,1.26184
riverie,Riverie,69,45.59929,4.58907
rivery,Rivery,80,49.91064,2.33963
rives,Rives,38,45.3609,5.4871
rives,Rives,47,44.65552,0.73817
rives d andaine,Rives d'Andaine,61,48.54396,-0.46637
rives de l yon,Rives de l'Yon,85,46.60564,-1.33545
rives dervoises,Rives Dervoises,52,48.4893,4.68701
rives en seine,Rives-en-Seine,76,49.53051,0.73483
rivesaltes,Rivesaltes,66,42.77859,2.87687
riviere,Rivière,37,47.14463,0.26627
riviere,Rivière,62,50.23203,2.68654
riviere les fosses,Rivière-les-Fosses,52,47.64961,5.22678
riviere pilote,Rivière-Pilote,972,14.50883,-60.89785
riviere saas et gourby,Rivière-Saas-et-Gourby,40,43.69901,-1.17253
riviere salee,Rivière-Salée,972,14.52612,-60.96521
riviere sur tarn,Rivière-sur-Tarn,12,44.21087,3.12759
rivieres,Rivières,16,45.76087,0.35937
rivieres,Rivières,30,44.21448,4.28853
rivieres,Rivières,81,43.91577,1.96947
rivieres le bois,Rivières-le-Bois,52,47.74137,5.45056
riville,Riville,76,49.72293,0.56369
rivolet,Rivolet,69,46.00658,4.58017
rix,Rix,39,46.76228,6.05502
rix,Rix,58,47.42842,3.49828
rixheim,Rixheim,68,47.74958,7.40724
rizaucourt buchey,Rizaucourt-Buchey,52,48.27442,4.86925
roaillan,Roaillan,33,44.5055,-0.28514
roaix,Roaix,84,44.25513,5.01515
roanne,Roanne,42,46.04491,4.0797
roannes saint mary,Roannes-Saint-Mary,15,44.845,2.3986
robecourt,Robécourt,88,48.13747,5.70939
robecq,Robecq,62,50.59417,2.55064
robersart,Robersart,59,50.15653,3.64614
robert espagne,Robert-Espagne,55,48.73258,5.02417
robertot,Robertot,76,49.71483,0.69599
roberval,Roberval,60,49.29116,2.68498
robiac rochessadoule,Robiac-Rochessadoule,30,44.27262,4.10233
robion,Robion,84,43.85197,5.11009
rocamadour,Rocamadour,46,44.81485,1.6222
rocbaron,Rocbaron,83,43.30667,6.08362
roce,Rocé,41,47.81368,1.14871
roche,Roche,38,45.57423,5.15591
roche,Roche,42,45.61621,3.92145
roche charles la mayrand,Roche-Charles-la-Mayrand,63,45.44745,3.02047
roche d agoux,Roche-d'Agoux,63,46.04095,2.64214
roche en regnier,Roche-en-Régnier,43,45.23328,3.94804
roche et raucourt,Roche-et-Raucourt,70,47.62097,5.70623
roche la moliere,Roche-la-Molière,42,45.42592,4.32496
roche le peyroux,Roche-le-Peyroux,19,45.42771,2.37982
roche les clerval,Roche-lès-Clerval,25,47.36348,6.46992
roche lez beaupre,Roche-lez-Beaupré,25,47.28176,6.10802
roche saint secret beconne,Roche-Saint-Secret-Béconne,26,44.47947,5.04276
roche sur linotte et sorans les cordiers,Roche-sur-Linotte-et-Sorans-les-Cordiers,70,47.47538,6.19695
rochebaudin,Rochebaudin,26,44.57486,5.03096
rochebrune,Rochebrune,26,44.32643,5.23699
rochebrune,Rochebrune,5,44.45225,6.19249
rochechinard,Rochechinard,26,45.02728,5.24327
rochechouart,Rochechouart,87,45.8236,0.84281
rochecolombe,Rochecolombe,7,44.51847,4.44841
rochecorbon,Rochecorbon,37,47.42955,0.76092
rochefort,Rochefort,17,45.94323,-0.97236
rochefort,Rochefort,73,45.58073,5.71351
rochefort du gard,Rochefort-du-Gard,30,43.98117,4.68156
rochefort en terre,Rochefort-en-Terre,56,47.69836,-2.34413
rochefort en valdaine,Rochefort-en-Valdaine,26,44.51255,4.85754
rochefort en yvelines,Rochefort-en-Yvelines,78,48.59243,1.97978
rochefort montagne,Rochefort-Montagne,63,45.68227,2.8089
rochefort samson,Rochefort-Samson,26,44.97505,5.1662
rochefort sur brevon,Rochefort-sur-Brévon,21,47.74097,4.70624
rochefort sur la cote,Rochefort-sur-la-Côte,52,48.22629,5.21153
rochefort sur loire,Rochefort-sur-Loire,49,47.35084,-0.65047
rochefort sur nenon,Rochefort-sur-Nenon,39,47.12263,5.55632
rochefourchat,Rochefourchat,26,44.60492,5.24145
rochegude,Rochegude,26,44.25567,4.83716
rochegude,Rochegude,30,44.23906,4.28316
rochejean,Rochejean,25,46.72623,6.30481
rochemaure,Rochemaure,7,44.58926,4.69212
rochepaule,Rochepaule,7,45.08567,4.45943
rocher,Rocher,7,44.58058,4.27907
roches,Roches,23,46.281,1.9905
roches,Roches,41,47.79439,1.45365
roches bettaincourt,Roches-Bettaincourt,52,48.29737,5.25753
roches les blamont,Roches-lès-Blamont,25,47.41065,6.85441
roches premarie andille,Roches-Prémarie-Andillé,86,46.47524,0.36778
roches sur marne,Roches-sur-Marne,52,48.60011,5.01242
rocheserviere,Rocheservière,85,46.92743,-1.50132
rochessauve,Rochessauve,7,44.68068,4.61124
rochesson,Rochesson,88,48.01974,6.82439
rochetaillee,Rochetaillée,52,47.84884,5.11949
rochetaillee sur saone,Rochetaillée-sur-Saône,69,45.8431,4.8385
rochetoirin,Rochetoirin,38,45.5877,5.41599
rochetrejoux,Rochetrejoux,85,46.78525,-0.99674
rocheville,Rocheville,50,49.50014,-1.59314
rochonvillers,Rochonvillers,57,49.40965,6.02717
rochy conde,Rochy-Condé,60,49.40415,2.18879
rocles,Rocles,3,46.44451,3.03677
rocles,Rocles,48,44.70269,3.78579
rocles,Rocles,7,44.568,4.20813
roclincourt,Roclincourt,62,50.32985,2.78985
rocourt,Rocourt,88,48.1077,5.7451
rocourt saint martin,Rocourt-Saint-Martin,2,49.14539,3.38914
rocquancourt,Rocquancourt,14,49.09576,-0.31725
rocquefort,Rocquefort,76,49.66781,0.70318
rocquemont,Rocquemont,60,49.25964,2.81991
rocquemont,Rocquemont,76,49.60782,1.29752
rocquencourt,Rocquencourt,60,49.64824,2.4101
rocquencourt,Rocquencourt,78,48.83272,2.10442
rocques,Rocques,14,49.16869,0.24942
rocquigny,Rocquigny,2,50.01933,3.97342
rocquigny,Rocquigny,62,50.05577,2.92418
rocquigny,Rocquigny,8,49.70036,4.24698
rocroi,Rocroi,8,49.9315,4.55842
rodalbe,Rodalbe,57,48.91094,6.71447
rodelinghem,Rodelinghem,62,50.83405,1.93038
rodelle,Rodelle,12,44.48131,2.62234
rodemack,Rodemack,57,49.46374,6.24711
roderen,Roderen,68,47.77786,7.08772
rodern,Rodern,68,48.23757,7.31341
rodes,Rodès,66,42.65642,2.55013
rodez,Rodez,12,44.35824,2.56728
rodilhan,Rodilhan,30,43.8255,4.43411
rodome,Rodome,11,42.79648,2.06724
roellecourt,Roëllecourt,62,50.36823,2.38794
roeze sur sarthe,Roézé-sur-Sarthe,72,47.89353,0.07169
roffey,Roffey,89,47.91229,3.91183
roffiac,Roffiac,15,45.04821,3.01634
rogecourt,Rogécourt,2,49.64929,3.4155
rogerville,Rogerville,76,49.48576,0.25945
rogeville,Rogéville,54,48.81469,5.97727
roggenhouse,Roggenhouse,68,47.88492,7.47508
rogliano,Rogliano,2B,42.97205,9.4254
rogna,Rogna,39,46.32766,5.74439
rognac,Rognac,13,43.49713,5.23106
rognaix,Rognaix,73,45.57058,6.42314
rognes,Rognes,13,43.66488,5.35218
rognon,Rognon,25,47.41931,6.30787
rognonas,Rognonas,13,43.90008,4.79858
rogny,Rogny,2,49.76671,3.82105
rogny les sept ecluses,Rogny-les-Sept-Écluses,89,47.73784,2.8907
rogues,Rogues,30,43.87878,3.56165
rogy,Rogy,80,49.71296,2.20475
rohaire,Rohaire,28,48.66674,0.83955
rohan,Rohan,56,48.08947,-2.74289
rohr,Rohr,67,48.69323,7.5358
rohrbach les bitche,Rohrbach-lès-Bitche,57,49.04086,7.27733
rohrwiller,Rohrwiller,67,48.74992,7.90265
roiffe,Roiffé,86,47.12521,0.05174
roiffieux,Roiffieux,7,45.21894,4.64922
roiglise,Roiglise,80,49.68281,2.83469
roilly,Roilly,21,47.41717,4.34079
roinville,Roinville,28,48.4427,1.75674
roinville,Roinville,91,48.51707,2.05333
roinvilliers,Roinvilliers,91,48.3447,2.23698
roisel,Roisel,80,49.94505,3.09614
roisey,Roisey,42,45.39128,4.65753
roissard,Roissard,38,44.88446,5.6355
roissy en brie,Roissy-en-Brie,77,48.79009,2.66122
roissy en france,Roissy-en-France,95,49.0066,2.51418
roiville,Roiville,61,48.88014,0.23653
roizy,Roizy,8,49.42593,4.18558
rolampont,Rolampont,52,47.95062,5.30859
rolbing,Rolbing,57,49.17236,7.4221
rollainville,Rollainville,88,48.35548,5.74055
rollancourt,Rollancourt,62,50.4117,2.12599
rolleboise,Rolleboise,78,49.01919,1.60183
rolleville,Rolleville,76,49.57875,0.21117
rollot,Rollot,80,49.59398,2.64866
rom,Rom,79,46.3035,0.12383
romagnat,Romagnat,63,45.72106,3.08825
romagne,Romagne,33,44.76393,-0.20421
romagne,Romagné,35,48.34451,-1.26181
romagne,Romagne,86,46.25807,0.3031
romagne sous les cotes,Romagne-sous-les-Côtes,55,49.32824,5.466
romagne sous montfaucon,Romagne-sous-Montfaucon,55,49.32725,5.0728
romagnieu,Romagnieu,38,45.5624,5.63966
romagny,Romagny,68,47.6112,7.06778
romagny fontenay,Romagny Fontenay,50,48.63743,-0.98072
romagny sous rougemont,Romagny-sous-Rougemont,90,47.71867,6.96637
romain,Romain,25,47.44396,6.37977
romain,Romain,39,47.20758,5.71829
romain,Romain,51,49.33004,3.7569
romain,Romain,54,48.52075,6.35686
romain aux bois,Romain-aux-Bois,88,48.07663,5.71451
romain sur meuse,Romain-sur-Meuse,52,48.18635,5.51317
romainville,Romainville,93,48.88521,2.43768
roman,Roman,27,48.8363,1.04582
romaneche thorins,Romanèche-Thorins,71,46.19026,4.74348
romange,Romange,39,47.16063,5.59428
romans,Romans,1,46.12375,5.02171
romans,Romans,79,46.35644,-0.22851
romans sur isere,Romans-sur-Isère,26,45.05475,5.03798
romanswiller,Romanswiller,67,48.64076,7.38033
romazieres,Romazières,17,45.99067,-0.17607
romazy,Romazy,35,48.37968,-1.4929
rombach le franc,Rombach-le-Franc,68,48.29336,7.24349
rombas,Rombas,57,49.24407,6.08821
rombies et marchipont,Rombies-et-Marchipont,59,50.36832,3.63954
rombly,Rombly,62,50.59518,2.38985
romegoux,Romegoux,17,45.86118,-0.80156
romelfing,Romelfing,57,48.83396,7.00576
romenay,Romenay,71,46.51426,5.08147
romeny sur marne,Romeny-sur-Marne,2,48.98527,3.33442
romeries,Romeries,59,50.19729,3.54305
romery,Romery,2,49.88828,3.73267
romery,Romery,51,49.09651,3.91291
romescamps,Romescamps,60,49.71219,1.8004
romestaing,Romestaing,47,44.41743,0.01887
romeyer,Romeyer,26,44.79252,5.43666
romigny,Romigny,51,49.17297,3.76865
romiguieres,Romiguières,34,43.81746,3.23864
romille,Romillé,35,48.22235,-1.87904
romilly,Romilly,41,47.95138,1.02566
romilly la puthenaye,Romilly-la-Puthenaye,27,49.01325,0.83777
romilly sur aigre,Romilly-sur-Aigre,28,47.98017,1.28298
romilly sur andelle,Romilly-sur-Andelle,27,49.33439,1.2541
