cle,nom,departement,latitude,longitude
azilone ampaza,Azilone-Ampaza,2A,41.87044,9.01684
azincourt,Azincourt,62,50.4589,2.11717
azolette,Azolette,69,46.19186,4.41322
azoudange,Azoudange,57,48.73057,6.82193
azur,Azur,40,43.79849,-1.29632
azy,Azy,18,47.19207,2.71044
azy le vif,Azy-le-Vif,58,46.78801,3.22979
azy sur marne,Azy-sur-Marne,2,49.00397,3.35913
azzana,Azzana,2A,42.11295,8.93094
baalon,Baâlon,55,49.48301,5.25808
baalons,Baâlons,8,49.60168,4.66755
babeau bouldoux,Babeau-Bouldoux,34,43.43821,2.89298
babuf,Babœuf,60,49.58201,3.09131
baby,Baby,77,48.38942,3.3448
baccarat,Baccarat,54,48.44997,6.74058
baccon,Baccon,45,47.88502,1.62389
bach,Bach,46,44.34602,1.68034
bachant,Bachant,59,50.2081,3.87516
bachas,Bachas,31,43.24875,0.94173
bachivillers,Bachivillers,60,49.28692,1.96826
bachos,Bachos,31,42.89855,0.60472
bachy,Bachy,59,50.54359,3.26884
bacilly,Bacilly,50,48.70411,-1.4326
baconnes,Baconnes,51,49.16436,4.33842
bacouel,Bacouël,60,49.62184,2.38267
bacouel sur selle,Bacouel-sur-Selle,80,49.83034,2.19408
bacourt,Bacourt,57,48.92859,6.40632
bacquepuis,Bacquepuis,27,49.09084,1.04556
bacqueville,Bacqueville,27,49.32192,1.36659
bacqueville en caux,Bacqueville-en-Caux,76,49.79649,1.01042
badailhac,Badailhac,15,44.91421,2.62818
badaroux,Badaroux,48,44.5399,3.55404
badecon le pin,Badecon-le-Pin,36,46.53204,1.6019
badefols d ans,Badefols-d'Ans,24,45.22886,1.20372
badefols sur dordogne,Badefols-sur-Dordogne,24,44.83912,0.80058
baden,Baden,56,47.61499,-2.90384
badens,Badens,11,43.22071,2.5047
badevel,Badevel,25,47.50145,6.93861
badmenil aux bois,Badménil-aux-Bois,88,48.31122,6.52392
badonviller,Badonviller,54,48.49492,6.91011
badonvilliers gerauvilliers,Badonvilliers-Gérauvilliers,55,48.54447,5.57775
baerendorf,Baerendorf,67,48.83062,7.08989
baerenthal,Baerenthal,57,48.96782,7.52245
baffie,Baffie,63,45.47686,3.82809
bagard,Bagard,30,44.07039,4.04388
bagas,Bagas,33,44.61878,-0.04899
bagat en quercy,Bagat-en-Quercy,46,44.38441,1.22802
bage dommartin,Bâgé-Dommartin,1,46.32332,4.95287
bage le chatel,Bâgé-le-Châtel,1,46.30771,4.92862
bagert,Bagert,9,43.07935,1.07008
bages,Bages,11,43.11764,2.97718
bages,Bages,66,42.60739,2.88857
bagiry,Bagiry,31,42.97986,0.62449
bagnac sur cele,Bagnac-sur-Célé,46,44.66223,2.14887
bagneaux,Bagneaux,89,48.25445,3.59222
bagneaux sur loing,Bagneaux-sur-Loing,77,48.22331,2.70751
bagneres de bigorre,Bagnères-de-Bigorre,65,42.97587,0.13264
bagneres de luchon,Bagnères-de-Luchon,31,42.73615,0.62664
bagneux,Bagneux,2,49.46011,3.27945
bagneux,Bagneux,3,46.64553,3.20422
bagneux,Bagneux,36,47.16775,1.75606
bagneux,Bagneux,51,48.56088,3.83153
bagneux,Bagneux,54,48.55712,5.8768
bagneux,Bagneux,92,48.79832,2.3099
bagneux la fosse,Bagneux-la-Fosse,10,47.99876,4.29111
bagnizeau,Bagnizeau,17,45.90042,-0.31654
bagnoles,Bagnoles,11,43.26814,2.44889
bagnoles de l orne normandie,Bagnoles de l'Orne Normandie,61,48.55566,-0.41951
bagnolet,Bagnolet,93,48.86908,2.42274
bagnols,Bagnols,63,45.49805,2.63867
bagnols,Bagnols,69,45.90873,4.62017
bagnols en foret,Bagnols-en-Forêt,83,43.5331,6.7085
bagnols les bains,Bagnols-les-Bains,48,44.51103,3.66279
bagnols sur ceze,Bagnols-sur-Cèze,30,44.16225,4.62477
bagnot,Bagnot,21,47.05005,5.0733
baguer morvan,Baguer-Morvan,35,48.50492,-1.77192
baguer pican,Baguer-Pican,35,48.55001,-1.6912
baho,Baho,66,42.70578,2.82067
bahus soubiran,Bahus-Soubiran,40,43.67283,-0.34566
baie mahault,Baie-Mahault,971,16.25117,-61.59294
baigneaux,Baigneaux,28,48.12833,1.82055
baigneaux,Baigneaux,33,44.72391,-0.19376
baigneaux,Baigneaux,41,47.77514,1.25869
baignes,Baignes,70,47.57997,6.04782
baignes sainte radegonde,Baignes-Sainte-Radegonde,16,45.37444,-0.25408
baigneux les juifs,Baigneux-les-Juifs,21,47.60103,4.65145
baigts,Baigts,40,43.68722,-0.79258
baigts de bearn,Baigts-de-Béarn,64,43.52466,-0.84554
baillargues,Baillargues,34,43.65811,4.0103
baille,Baillé,35,48.3662,-1.3762
bailleau armenonville,Bailleau-Armenonville,28,48.52702,1.64741
bailleau l eveque,Bailleau-l'Évêque,28,48.48758,1.39656
bailleau le pin,Bailleau-le-Pin,28,48.35906,1.32281
baillestavy,Baillestavy,66,42.56448,2.52207
baillet en france,Baillet-en-France,95,49.05876,2.30242
bailleul,Bailleul,59,50.72743,2.73799
bailleul,Bailleul,61,48.81086,-0.0236
bailleul,Bailleul,80,50.02585,1.85505
bailleul aux cornailles,Bailleul-aux-Cornailles,62,50.37284,2.44878
bailleul la vallee,Bailleul-la-Vallée,27,49.19711,0.4314
bailleul le soc,Bailleul-le-Soc,60,49.42062,2.58376
bailleul les pernes,Bailleul-lès-Pernes,62,50.50787,2.38032
bailleul neuville,Bailleul-Neuville,76,49.80968,1.42192
bailleul sir berthoult,Bailleul-Sir-Berthoult,62,50.33571,2.84377
bailleul sur therain,Bailleul-sur-Thérain,60,49.38516,2.23033
bailleulmont,Bailleulmont,62,50.21104,2.60402
bailleulval,Bailleulval,62,50.22234,2.62727
bailleval,Bailleval,60,49.34927,2.4662
baillif,Baillif,971,16.04551,-61.7193
baillolet,Baillolet,76,49.78963,1.4314
baillou,Baillou,41,47.98372,0.8537
bailly,Bailly,60,49.49946,2.9824
bailly,Bailly,78,48.83669,2.08068
bailly aux forges,Bailly-aux-Forges,52,48.45438,4.90549
bailly en riviere,Bailly-en-Rivière,76,49.90793,1.35035
bailly le franc,Bailly-le-Franc,10,48.52249,4.65913
bailly romainvilliers,Bailly-Romainvilliers,77,48.84343,2.81666
bain de bretagne,Bain-de-Bretagne,35,47.83029,-1.6765
baincthun,Baincthun,62,50.70144,1.71289
bainghen,Bainghen,62,50.75069,1.9022
bains,Bains,43,44.99614,3.76352
bains sur oust,Bains-sur-Oust,35,47.71186,-2.07518
bainville aux miroirs,Bainville-aux-Miroirs,54,48.43638,6.28337
bainville aux saules,Bainville-aux-Saules,88,48.20736,6.13345
bainville sur madon,Bainville-sur-Madon,54,48.5901,6.08781
bairols,Bairols,6,43.98705,7.11969
bairon et ses environs,Bairon et ses environs,8,49.51175,4.76987
bais,Bais,35,48.01082,-1.3056
bais,Bais,53,48.25326,-0.35728
baisieux,Baisieux,59,50.61117,3.24122
baissey,Baissey,52,47.74892,5.24988
baives,Baives,59,50.06739,4.20394
baix,Baix,7,44.70638,4.75106
baixas,Baixas,66,42.74543,2.8057
baizieux,Baizieux,80,49.99048,2.51256
bajamont,Bajamont,47,44.25879,0.70193
bajonnette,Bajonnette,32,43.81002,0.76617
bajus,Bajus,62,50.42058,2.47225
balacet,Balacet,9,42.88826,0.98345
baladou,Baladou,46,44.92408,1.55512
balagny sur therain,Balagny-sur-Thérain,60,49.29739,2.32132
balagueres,Balaguères,9,42.96733,1.01761
balaguier d olt,Balaguier-d'Olt,12,44.51891,1.97719
balaguier sur rance,Balaguier-sur-Rance,12,43.89588,2.57671
balaiseaux,Balaiseaux,39,46.96763,5.4621
balaives et butz,Balaives-et-Butz,8,49.6726,4.71842
balan,Balan,1,45.83112,5.1078
balan,Balan,8,49.68976,4.96358
balanod,Balanod,39,46.45542,5.3509
balansun,Balansun,64,43.49121,-0.69326
balanzac,Balanzac,17,45.74818,-0.84396
balaruc le vieux,Balaruc-le-Vieux,34,43.46598,3.69713
balaruc les bains,Balaruc-les-Bains,34,43.4469,3.69072
balatre,Balâtre,80,49.7113,2.86505
balaze,Balazé,35,48.17774,-1.18303
balazuc,Balazuc,7,44.50829,4.37245
balbigny,Balbigny,42,45.82948,4.18333
balbins,Balbins,38,45.38841,5.21674
balbronn,Balbronn,67,48.58254,7.40409
baldenheim,Baldenheim,67,48.24442,7.53587
baldersheim,Baldersheim,68,47.79905,7.41601
baleix,Baleix,64,43.37602,-0.13604
balesta,Balesta,31,43.20222,0.56342
baleyssagues,Baleyssagues,47,44.68203,0.14944
balgau,Balgau,68,47.92724,7.53212
balham,Balham,8,49.49141,4.15108
balignac,Balignac,82,43.95574,0.87489
balignicourt,Balignicourt,10,48.52958,4.45449
balines,Bâlines,27,48.74828,0.97751
balinghem,Balinghem,62,50.86137,1.94035
baliracq maumusson,Baliracq-Maumusson,64,43.54128,-0.24964
baliros,Baliros,64,43.22852,-0.30832
balizac,Balizac,33,44.48643,-0.44873
ballainvilliers,Ballainvilliers,91,48.67132,2.28914
ballaison,Ballaison,74,46.29326,6.344
ballan mire,Ballan-Miré,37,47.33679,0.60138
ballancourt sur essonne,Ballancourt-sur-Essonne,91,48.5219,2.38788
ballans,Ballans,17,45.80831,-0.22519
ballay,Ballay,8,49.4217,4.75197
balledent,Balledent,87,46.10868,1.2163
balleray,Balleray,58,47.08791,3.2777
balleroy sur drome,Balleroy-sur-Drôme,14,49.18017,-0.83928
ballersdorf,Ballersdorf,68,47.62014,7.15604
balleville,Balléville,88,48.33451,5.84688
ballon,Ballon,17,46.05351,-0.97296
ballon saint mars,Ballon-Saint Mars,72,48.17165,0.22652
ballons,Ballons,26,44.25172,5.64404
ballore,Ballore,71,46.5341,4.37559
ballots,Ballots,53,47.90409,-1.0588
balloy,Balloy,77,48.39688,3.15136
balma,Balma,31,43.61153,1.50459
balnot la grange,Balnot-la-Grange,10,47.98849,4.19819
balnot sur laignes,Balnot-sur-Laignes,10,48.03697,4.3527
balogna,Balogna,2A,42.18701,8.75387
balot,Balot,21,47.81981,4.44334
balsac,Balsac,12,44.40028,2.45564
balschwiller,Balschwiller,68,47.67333,7.1634
balsieges,Balsièges,48,44.47547,3.44127
baltzenheim,Baltzenheim,68,48.09877,7.55258
balzac,Balzac,16,45.71278,0.13412
bambecque,Bambecque,59,50.90878,2.56047
bambiderstroff,Bambiderstroff,57,49.10102,6.59686
ban de laveline,Ban-de-Laveline,88,48.22809,7.08441
ban de sapt,Ban-de-Sapt,88,48.34309,7.01567
ban sur meurthe clefcy,Ban-sur-Meurthe-Clefcy,88,48.12669,6.9752
banassac canilhac,Banassac-Canilhac,48,44.43254,3.17909
banca,Banca,64,43.10013,-1.37161
bancigny,Bancigny,2,49.79787,4.0367
bancourt,Bancourt,62,50.10145,2.88966
bandol,Bandol,83,43.14735,5.74789
bandraboua,Bandraboua,976,-12.72323,45.11812
bandrele,Bandrele,976,-12.93055,45.1775
baneins,Baneins,1,46.11412,4.90146
baneuil,Baneuil,24,44.85295,0.69341
bangor,Bangor,56,47.31301,-3.192
banios,Banios,65,43.03877,0.22855
banize,Banize,23,45.93683,1.99757
bannalec,Bannalec,29,47.93509,-3.69537
bannans,Bannans,25,46.89915,6.23727
bannay,Bannay,18,47.38332,2.87339
bannay,Bannay,51,48.85472,3.72168
bannay,Bannay,57,49.12194,6.46459
banne,Banne,7,44.36078,4.15114
bannegon,Bannegon,18,46.80695,2.72783
bannes,Bannes,46,44.81403,1.91798
bannes,Bannes,51,48.79221,3.92588
bannes,Bannes,52,47.90133,5.39165
bannes,Bannes,53,47.98491,-0.35129
banneville la campagne,Banneville-la-Campagne,14,49.16869,-0.22433
bannieres,Bannières,81,43.61904,1.75805
bannoncourt,Bannoncourt,55,48.95326,5.48371
bannost villegagnon,Bannost-Villegagnon,77,48.67538,3.19191
banogne recouvrance,Banogne-Recouvrance,8,49.57026,4.13247
banon,Banon,4,44.02694,5.64965
banos,Banos,40,43.73066,-0.62123
bans,Bans,39,46.98292,5.58184
bansat,Bansat,63,45.48345,3.36034
bantanges,Bantanges,71,46.60512,5.12155
banteux,Banteux,59,50.06566,3.1879
banthelu,Banthelu,95,49.12564,1.81493
bantheville,Bantheville,55,49.35293,5.07369
bantigny,Bantigny,59,50.23428,3.23612
bantouzelle,Bantouzelle,59,50.05795,3.22512
bantzenheim,Bantzenheim,68,47.82221,7.5029
banvillars,Banvillars,90,47.5908,6.81387
banville,Banville,14,49.30916,-0.48595
banvou,Banvou,61,48.66399,-0.55689
banyuls dels aspres,Banyuls-dels-Aspres,66,42.56515,2.86637
banyuls sur mer,Banyuls-sur-Mer,66,42.46148,3.0999
baon,Baon,89,47.86206,4.13806
baons le comte,Baons-le-Comte,76,49.63908,0.76097
bapaume,Bapaume,62,50.10136,2.85502
bar,Bar,19,45.34215,1.8147
bar le duc,Bar-le-Duc,55,48.76423,5.16346
bar les buzancy,Bar-lès-Buzancy,8,49.44659,4.95764
bar sur aube,Bar-sur-Aube,10,48.23398,4.71596
bar sur seine,Bar-sur-Seine,10,48.11272,4.37881
barace,Baracé,49,47.64273,-0.35777
baraigne,Baraigne,11,43.33088,1.82285
baraize,Baraize,36,46.48085,1.57028
baralle,Baralle,62,50.21381,3.05694
baraqueville,Baraqueville,12,44.28109,2.44965
barastre,Barastre,62,50.07113,2.93896
baratier,Baratier,5,44.505,6.50494
barbachen,Barbachen,65,43.42913,0.12613
barbaggio,Barbaggio,2B,42.68415,9.36802
barbaira,Barbaira,11,43.17543,2.51472
barbaise,Barbaise,8,49.67669,4.57966
barbas,Barbas,54,48.57095,6.84981
barbaste,Barbaste,47,44.1586,0.24412
barbatre,Barbâtre,85,46.93358,-2.16744
barbazan,Barbazan,31,43.03492,0.62184
barbazan debat,Barbazan-Debat,65,43.20185,0.12996
barbazan dessus,Barbazan-Dessus,65,43.164,0.14387
barbentane,Barbentane,13,43.89472,4.74934
barberaz,Barberaz,73,45.55206,5.93926
barberey saint sulpice,Barberey-Saint-Sulpice,10,48.3272,4.01643
barberier,Barberier,3,46.21997,3.24931
barbery,Barbery,14,49.01422,-0.34532
barbery,Barbery,60,49.22227,2.67331
barbeville,Barbeville,14,49.27385,-0.75504
barbey,Barbey,77,48.36603,3.05001
barbey seroux,Barbey-Seroux,88,48.13169,6.8474
barbezieres,Barbezières,16,45.91198,-0.08826
barbezieux saint hilaire,Barbezieux-Saint-Hilaire,16,45.47804,-0.15775
barbieres,Barbières,26,44.94071,5.16213
barbirey sur ouche,Barbirey-sur-Ouche,21,47.25204,4.74025
barbizon,Barbizon,77,48.44852,2.60051
barbonne fayel,Barbonne-Fayel,51,48.65402,3.68785
barbonville,Barbonville,54,48.55041,6.35579
barbuise,Barbuise,10,48.55092,3.56204
barby,Barby,73,45.56997,5.98303
barby,Barby,8,49.5251,4.31538
barc,Barc,27,49.07945,0.82474
barcelonne,Barcelonne,26,44.86695,5.05495
barcelonne du gers,Barcelonne-du-Gers,32,43.69329,-0.21293
barcelonnette,Barcelonnette,4,44.37856,6.65215
barchain,Barchain,57,48.70807,6.95762
barcillonnette,Barcillonnette,5,44.43006,5.90583
barcugnan,Barcugnan,32,43.37398,0.39821
barcus,Barcus,64,43.17725,-0.79468
barcy,Barcy,77,49.01688,2.87656
bard,Bard,42,45.59223,3.99762
bard le regulier,Bard-le-Régulier,21,47.14614,4.30146
bard les epoisses,Bard-lès-Époisses,21,47.52823,4.22512
bard les pesmes,Bard-lès-Pesmes,70,47.2782,5.6276
bardenac,Bardenac,16,45.30059,-0.01485
bardigues,Bardigues,82,44.02977,0.89155
bardos,Bardos,64,43.46812,-1.22302
bardou,Bardou,24,44.74094,0.68609
bardouville,Bardouville,76,49.43363,0.92341
bareges,Barèges,65,42.8776,0.11371
bareilles,Bareilles,65,42.89092,0.43674
barembach,Barembach,67,48.46706,7.24317
baren,Baren,31,42.8677,0.63497
barentin,Barentin,76,49.54544,0.95701
barenton,Barenton,50,48.60835,-0.83064
barenton bugny,Barenton-Bugny,2,49.62186,3.66103
barenton cel,Barenton-Cel,2,49.64775,3.6447
barenton sur serre,Barenton-sur-Serre,2,49.66834,3.68941
baresia sur l ain,Barésia-sur-l'Ain,39,46.54239,5.70324
barfleur,Barfleur,50,49.66873,-1.26331
bargeme,Bargème,83,43.73014,6.57087
bargemon,Bargemon,83,43.63331,6.54245
barges,Barges,21,47.20925,5.05952
barges,Barges,43,44.83404,3.88417
barges,Barges,70,47.87037,5.84023
bargny,Bargny,60,49.1776,2.95818
barie,Barie,33,44.57107,-0.11165
barinque,Barinque,64,43.40404,-0.26978
barisey au plain,Barisey-au-Plain,54,48.52345,5.85202
barisey la cote,Barisey-la-Côte,54,48.5458,5.84383
barisis aux bois,Barisis-aux-Bois,2,49.57798,3.32804
barizey,Barizey,71,46.79175,4.67205
barjac,Barjac,30,44.31224,4.34841
barjac,Barjac,48,44.52202,3.40925
barjac,Barjac,9,43.0623,1.13525
barjols,Barjols,83,43.55239,5.98777
barjon,Barjon,21,47.61637,4.96251
barjouville,Barjouville,28,48.40664,1.4721
barles,Barles,4,44.27303,6.25326
barlest,Barlest,65,43.15005,-0.09581
barleux,Barleux,80,49.89766,2.89316
barlieu,Barlieu,18,47.49379,2.62278
barlin,Barlin,62,50.45654,2.6139
barly,Barly,62,50.24825,2.53847
barly,Barly,80,50.20571,2.27424
barmainville,Barmainville,28,48.25903,1.95474
barnas,Barnas,7,44.66897,4.15926
barnave,Barnave,26,44.65736,5.36742
barnay,Barnay,71,47.08522,4.32108
barneville carteret,Barneville-Carteret,50,49.38045,-1.77028
barneville la bertran,Barneville-la-Bertran,14,49.39137,0.18216
barneville sur seine,Barneville-sur-Seine,27,49.38456,0.85443
baromesnil,Baromesnil,76,49.98521,1.41262
baron,Baron,30,44.05557,4.27511
baron,Baron,33,44.82357,-0.31749
baron,Baron,60,49.17545,2.73481
baron,Baron,71,46.49341,4.28186
baron sur odon,Baron-sur-Odon,14,49.12809,-0.48193
baronville,Baronville,57,48.93851,6.6144
barou en auge,Barou-en-Auge,14,48.92975,-0.03861
baroville,Baroville,10,48.18274,4.74093
barquet,Barquet,27,49.0395,0.85465
barr,Barr,67,48.41495,7.3993
barrais bussolles,Barrais-Bussolles,3,46.28374,3.69766
barran,Barran,32,43.62202,0.44845
barrancoueu,Barrancoueu,65,42.90996,0.32553
barras,Barras,4,44.10066,6.0985
barraute camu,Barraute-Camu,64,43.38316,-0.90095
barraux,Barraux,38,45.43603,5.98047
barre,Barre,81,43.74326,2.81599
barre des cevennes,Barre-des-Cévennes,48,44.25346,3.6709
barreme,Barrême,4,43.94628,6.37812
barret,Barret,16,45.48916,-0.20631
barret de lioure,Barret-de-Lioure,26,44.17542,5.51622
barret sur meouge,Barret-sur-Méouge,5,44.26472,5.72864
barretaine,Barretaine,39,46.81022,5.71788
barrettali,Barrettali,2B,42.87318,9.36074
barriac les bosquets,Barriac-les-Bosquets,15,45.1477,2.26531
barro,Barro,16,46.00501,0.23583
barrou,Barrou,37,46.8815,0.77481
barry,Barry,65,43.13867,0.02001
barry d islemade,Barry-d'Islemade,82,44.07271,1.25301
bars,Bars,24,45.09489,1.05074
bars,Bars,32,43.51128,0.30173
barsac,Barsac,26,44.72641,5.30408
barsac,Barsac,33,44.60178,-0.32393
barst,Barst,57,49.07351,6.82304
bart,Bart,25,47.49147,6.76751
bartenheim,Bartenheim,68,47.63628,7.48853
barthe,Barthe,65,43.28724,0.47733
bartherans,Bartherans,25,47.03684,5.92549
bartres,Bartrès,65,43.13302,-0.05466
barville,Barville,27,49.15786,0.48504
barville,Barville,61,48.47259,0.34657
barville,Barville,88,48.37821,5.7691
barville en gatinais,Barville-en-Gâtinais,45,48.11167,2.39945
barzan,Barzan,17,45.53121,-0.86775
barzun,Barzun,64,43.21544,-0.13412
barzy en thierache,Barzy-en-Thiérache,2,50.03954,3.74902
barzy sur marne,Barzy-sur-Marne,2,49.09062,3.56214
bas en basset,Bas-en-Basset,43,45.31591,4.10483
bas et lezat,Bas-et-Lezat,63,46.03709,3.30813
bas lieu,Bas-Lieu,59,50.14435,3.95105
bas mauco,Bas-Mauco,40,43.79405,-0.55586
bascons,Bascons,40,43.8308,-0.42482
bascous,Bascous,32,43.79453,0.13625
baslieux,Baslieux,54,49.438,5.75073
baslieux les fismes,Baslieux-lès-Fismes,51,49.32473,3.71424
baslieux sous chatillon,Baslieux-sous-Châtillon,51,49.12183,3.79516
basly,Basly,14,49.27591,-0.42611
bassac,Bassac,16,45.66498,-0.09918
bassan,Bassan,34,43.4084,3.25454
bassanne,Bassanne,33,44.56054,-0.09319
basse goulaine,Basse-Goulaine,44,47.21201,-1.46247
basse ham,Basse-Ham,57,49.376,6.23863
basse pointe,Basse-Pointe,972,14.84147,-61.12322
basse rentgen,Basse-Rentgen,57,49.48994,6.20287
basse sur le rupt,Basse-sur-le-Rupt,88,47.98648,6.7686
basse terre,Basse-Terre,971,16.00046,-61.7281
bassemberg,Bassemberg,67,48.33595,7.27797
basseneville,Basseneville,14,49.20675,-0.135
bassens,Bassens,33,44.90841,-0.52587
bassens,Bassens,73,45.58101,5.93866
bassercles,Bassercles,40,43.559,-0.61045
basses,Basses,86,47.04488,0.12404
basseux,Basseux,62,50.22897,2.64741
bassevelle,Bassevelle,77,48.92285,3.28207
bassignac,Bassignac,15,45.31488,2.40014
bassignac le bas,Bassignac-le-Bas,19,45.02514,1.86877
bassignac le haut,Bassignac-le-Haut,19,45.19963,2.06735
bassigney,Bassigney,70,47.8247,6.18322
bassillac et auberoche,Bassillac et Auberoche,24,45.17896,0.82096
bassillon vauze,Bassillon-Vauzé,64,43.45268,-0.07621
bassing,Bassing,57,48.87285,6.80064
bassoles aulers,Bassoles-Aulers,2,49.53328,3.38493
bassoncourt,Bassoncourt,52,48.07264,5.55719
bassou,Bassou,89,47.92281,3.50819
bassoues,Bassoues,32,43.5747,0.25083
bassu,Bassu,51,48.83395,4.69258
bassuet,Bassuet,51,48.8018,4.6703
bassurels,Bassurels,48,44.15765,3.6053
bassussarry,Bassussarry,64,43.44453,-1.4965
bassy,Bassy,74,45.99144,5.82816
bastanes,Bastanès,64,43.35283,-0.75248
bastelica,Bastelica,2A,41.98806,9.04862
bastelicaccia,Bastelicaccia,2A,41.93521,8.83651
bastennes,Bastennes,40,43.64997,-0.77741
bastia,Bastia,2B,42.68648,9.42502
basville,Basville,23,45.85775,2.41245
bathelemont,Bathelémont,54,48.69316,6.52703
bathernay,Bathernay,26,45.18296,4.998
batilly,Batilly,54,49.17707,5.9697
batilly en gatinais,Batilly-en-Gâtinais,45,48.08323,2.36953
batilly en puisaye,Batilly-en-Puisaye,45,47.61142,2.88556
bats,Bats,40,43.65339,-0.46388
batsere,Batsère,65,43.05977,0.28432
battenans les mines,Battenans-les-Mines,25,47.40523,6.27229
battenans varin,Battenans-Varin,25,47.24213,6.71515
battenheim,Battenheim,68,47.81885,7.41535
battexey,Battexey,88,48.3895,6.18142
battigny,Battigny,54,48.44391,5.98482
battrans,Battrans,70,47.42731,5.64229
batz sur mer,Batz-sur-Mer,44,47.28445,-2.47437
batzendorf,Batzendorf,67,48.78206,7.70965
baubigny,Baubigny,21,46.99013,4.68217
baubigny,Baubigny,50,49.42779,-1.80597
baud,Baud,56,47.8754,-3.03132
baudement,Baudement,51,48.57868,3.76817
baudemont,Baudemont,71,46.2936,4.28503
baudignan,Baudignan,40,44.08827,0.03929
baudignecourt,Baudignécourt,55,48.5652,5.45858
baudinard sur verdon,Baudinard-sur-Verdon,83,43.7138,6.13353
baudoncourt,Baudoncourt,70,47.77536,6.34425
baudonvilliers,Baudonvilliers,55,48.68863,5.00567
baudre,Baudre,50,49.08749,-1.06983
baudrecourt,Baudrecourt,52,48.39504,4.96825
baudrecourt,Baudrecourt,57,48.96032,6.45869
baudreix,Baudreix,64,43.20566,-0.25886
baudremont,Baudrémont,55,48.83717,5.39336
baudres,Baudres,36,47.05215,1.57305
baudreville,Baudreville,28,48.32607,1.89006
baudricourt,Baudricourt,88,48.30973,6.05717
baudrieres,Baudrières,71,46.66591,5.00248
bauduen,Bauduen,83,43.71574,6.20204
bauge en anjou,Baugé-en-Anjou,49,47.54669,-0.10902
baugy,Baugy,18,47.07134,2.71558
baugy,Baugy,60,49.45593,2.75518
baugy,Baugy,71,46.30755,4.03236
baulay,Baulay,70,47.7875,6.01578
baule,Baule,45,47.81067,1.66824
baulme la roche,Baulme-la-Roche,21,47.34802,4.79422
baulne,Baulne,91,48.49497,2.38141
baulny,Baulny,55,49.26609,5.02408
baulon,Baulon,35,47.99486,-1.92814
baulou,Baulou,9,43.01817,1.54215
baume les dames,Baume-les-Dames,25,47.35444,6.34345
baume les messieurs,Baume-les-Messieurs,39,46.70487,5.64563
baupte,Baupte,50,49.30984,-1.36773
bauquay,Bauquay,14,49.03389,-0.62021
baurech,Baurech,33,44.72748,-0.43388
bauvin,Bauvin,59,50.51627,2.89368
bauzemont,Bauzemont,54,48.671,6.53101
bauzy,Bauzy,41,47.52903,1.61142
bavans,Bavans,25,47.48351,6.72519
bavay,Bavay,59,50.29361,3.80309
bavelincourt,Bavelincourt,80,50.00065,2.44958
bavent,Bavent,14,49.22603,-0.18266
baverans,Baverans,39,47.10547,5.53628
bavilliers,Bavilliers,90,47.61997,6.83066
bavinchove,Bavinchove,59,50.77495,2.44161
bavincourt,Bavincourt,62,50.22355,2.5642
bax,Bax,31,43.22465,1.2882
bay,Bay,70,47.29492,5.71605
bay sur aube,Bay-sur-Aube,52,47.82384,5.06048
bayac,Bayac,24,44.80475,0.7228
bayard sur marne,Bayard-sur-Marne,52,48.54996,5.06881
